course_name,letter_grade,description,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,IP,NP,NR,P,S,U
Anthropology 115,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,17%,,,,,,,
Anthropology 115,F,Number of Records,,,,,,,,,,,,,9,,,,,,,
Anthropology 115,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,4%,,,,,,
Anthropology 115,W,Number of Records,,,,,,,,,,,,,,2,,,,,,
Anthropology 116,A,% of Total Number of Records along Grade Code Final,,23%,,,,,,,,,,,,,,,,,,
Anthropology 116,A,Number of Records,,17,,,,,,,,,,,,,,,,,,
Anthropology 116,A-,% of Total Number of Records along Grade Code Final,,,19%,,,,,,,,,,,,,,,,,
Anthropology 116,A-,Number of Records,,,14,,,,,,,,,,,,,,,,,
Anthropology 116,A+,% of Total Number of Records along Grade Code Final,7%,,,,,,,,,,,,,,,,,,,
Anthropology 116,A+,Number of Records,5,,,,,,,,,,,,,,,,,,,
Anthropology 116,B,% of Total Number of Records along Grade Code Final,,,,,16%,,,,,,,,,,,,,,,
Anthropology 116,B,Number of Records,,,,,12,,,,,,,,,,,,,,,
Anthropology 116,B-,% of Total Number of Records along Grade Code Final,,,,,,8%,,,,,,,,,,,,,,
Anthropology 116,B-,Number of Records,,,,,,6,,,,,,,,,,,,,,
Anthropology 116,B+,% of Total Number of Records along Grade Code Final,,,,16%,,,,,,,,,,,,,,,,
Anthropology 116,B+,Number of Records,,,,12,,,,,,,,,,,,,,,,
Anthropology 116,C,% of Total Number of Records along Grade Code Final,,,,,,,,5%,,,,,,,,,,,,
Anthropology 116,C,Number of Records,,,,,,,,4,,,,,,,,,,,,
Anthropology 116,C+,% of Total Number of Records along Grade Code Final,,,,,,,3%,,,,,,,,,,,,,
Anthropology 116,C+,Number of Records,,,,,,,2,,,,,,,,,,,,,
Anthropology 116,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,1%,,,,,,,,,
Anthropology 116,D,Number of Records,,,,,,,,,,,1,,,,,,,,,
Anthropology 116,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,1%,,,,,,,
Anthropology 116,F,Number of Records,,,,,,,,,,,,,1,,,,,,,
Anthropology 117,A,% of Total Number of Records along Grade Code Final,,37%,,,,,,,,,,,,,,,,,,
Anthropology 117,A,Number of Records,,26,,,,,,,,,,,,,,,,,,
Anthropology 117,A-,% of Total Number of Records along Grade Code Final,,,15%,,,,,,,,,,,,,,,,,
Anthropology 117,A-,Number of Records,,,11,,,,,,,,,,,,,,,,,
Anthropology 117,A+,% of Total Number of Records along Grade Code Final,11%,,,,,,,,,,,,,,,,,,,
Anthropology 117,A+,Number of Records,8,,,,,,,,,,,,,,,,,,,
Anthropology 117,B,% of Total Number of Records along Grade Code Final,,,,,20%,,,,,,,,,,,,,,,
Anthropology 117,B,Number of Records,,,,,14,,,,,,,,,,,,,,,
Anthropology 117,B-,% of Total Number of Records along Grade Code Final,,,,,,4%,,,,,,,,,,,,,,
Anthropology 117,B-,Number of Records,,,,,,3,,,,,,,,,,,,,,
Anthropology 117,B+,% of Total Number of Records along Grade Code Final,,,,8%,,,,,,,,,,,,,,,,
Anthropology 117,B+,Number of Records,,,,6,,,,,,,,,,,,,,,,
Anthropology 117,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,1%,,,,,,,,,,,
﻿Anthropology 117,C-,Number of Records,,,,,,,,,1,,,,,,,,,,,
Anthropology 117,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,3%,,,,,,,
Anthropology 117,F,Number of Records,,,,,,,,,,,,,2,,,,,,,
Anthropology 120,A,% of Total Number of Records along Grade Code Final,,32%,,,,,,,,,,,,,,,,,,
Anthropology 120,A,Number of Records,,71,,,,,,,,,,,,,,,,,,
Anthropology 120,A-,% of Total Number of Records along Grade Code Final,,,18%,,,,,,,,,,,,,,,,,
Anthropology 120,A-,Number of Records,,,41,,,,,,,,,,,,,,,,,
Anthropology 120,A+,% of Total Number of Records along Grade Code Final,5%,,,,,,,,,,,,,,,,,,,
Anthropology 120,A+,Number of Records,12,,,,,,,,,,,,,,,,,,,
Anthropology 120,B,% of Total Number of Records along Grade Code Final,,,,,10%,,,,,,,,,,,,,,,
Anthropology 120,B,Number of Records,,,,,22,,,,,,,,,,,,,,,
Anthropology 120,B-,% of Total Number of Records along Grade Code Final,,,,,,5%,,,,,,,,,,,,,,
Anthropology 120,B-,Number of Records,,,,,,12,,,,,,,,,,,,,,
Anthropology 120,B+,% of Total Number of Records along Grade Code Final,,,,13%,,,,,,,,,,,,,,,,
Anthropology 120,B+,Number of Records,,,,29,,,,,,,,,,,,,,,,
Anthropology 120,C,% of Total Number of Records along Grade Code Final,,,,,,,,3%,,,,,,,,,,,,
Anthropology 120,C,Number of Records,,,,,,,,7,,,,,,,,,,,,
Anthropology 120,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,2%,,,,,,,,,,,
Anthropology 120,C-,Number of Records,,,,,,,,,5,,,,,,,,,,,
Anthropology 120,C+,% of Total Number of Records along Grade Code Final,,,,,,,4%,,,,,,,,,,,,,
Anthropology 120,C+,Number of Records,,,,,,,10,,,,,,,,,,,,,
Anthropology 120,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,4%,,,,,,,
Anthropology 120,F,Number of Records,,,,,,,,,,,,,10,,,,,,,
Anthropology 120,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Anthropology 120,W,Number of Records,,,,,,,,,,,,,,4,,,,,,
Anthropology 121,A,% of Total Number of Records along Grade Code Final,,61%,,,,,,,,,,,,,,,,,,
Anthropology 121,A,Number of Records,,113,,,,,,,,,,,,,,,,,,
Anthropology 121,A-,% of Total Number of Records along Grade Code Final,,,19%,,,,,,,,,,,,,,,,,
Anthropology 121,A-,Number of Records,,,35,,,,,,,,,,,,,,,,,
Anthropology 121,A+,% of Total Number of Records along Grade Code Final,4%,,,,,,,,,,,,,,,,,,,
Anthropology 121,A+,Number of Records,8,,,,,,,,,,,,,,,,,,,
Anthropology 121,B,% of Total Number of Records along Grade Code Final,,,,,5%,,,,,,,,,,,,,,,
Anthropology 121,B,Number of Records,,,,,9,,,,,,,,,,,,,,,
Anthropology 121,B-,% of Total Number of Records along Grade Code Final,,,,,,2%,,,,,,,,,,,,,,
Anthropology 121,B-,Number of Records,,,,,,3,,,,,,,,,,,,,,
Anthropology 121,B+,% of Total Number of Records along Grade Code Final,,,,5%,,,,,,,,,,,,,,,,
Anthropology 121,B+,Number of Records,,,,10,,,,,,,,,,,,,,,,
Anthropology 121,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,2%,,,,,,,
Anthropology 121,F,Number of Records,,,,,,,,,,,,,4,,,,,,,
Anthropology 121,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,1%,,,,
Anthropology 121,NP,Number of Records,,,,,,,,,,,,,,,,1,,,,
Anthropology 121,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,1%,,
Anthropology 121,P,Number of Records,,,,,,,,,,,,,,,,,,1,,
Anthropology 121,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,1%,,,,,,
Anthropology 121,W,Number of Records,,,,,,,,,,,,,,2,,,,,,
Anthropology 122,A,% of Total Number of Records along Grade Code Final,,44%,,,,,,,,,,,,,,,,,,
Anthropology 122,A,Number of Records,,56,,,,,,,,,,,,,,,,,,
Anthropology 122,A-,% of Total Number of Records along Grade Code Final,,,25%,,,,,,,,,,,,,,,,,
Anthropology 122,A-,Number of Records,,,31,,,,,,,,,,,,,,,,,
Anthropology 122,A+,% of Total Number of Records along Grade Code Final,17%,,,,,,,,,,,,,,,,,,,
﻿Anthropology 122,A+,Number of Records,21,,,,,,,,,,,,,,,,,,,
Anthropology 122,B,% of Total Number of Records along Grade Code Final,,,,,1%,,,,,,,,,,,,,,,
Anthropology 122,B,Number of Records,,,,,1,,,,,,,,,,,,,,,
Anthropology 122,B+,% of Total Number of Records along Grade Code Final,,,,1%,,,,,,,,,,,,,,,,
Anthropology 122,B+,Number of Records,,,,1,,,,,,,,,,,,,,,,
Anthropology 122,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,6%,,,,,,,
Anthropology 122,F,Number of Records,,,,,,,,,,,,,7,,,,,,,
Anthropology 122,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,2%,,,,
Anthropology 122,NP,Number of Records,,,,,,,,,,,,,,,,3,,,,
Anthropology 122,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,3%,,
Anthropology 122,P,Number of Records,,,,,,,,,,,,,,,,,,4,,
Anthropology 122,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Anthropology 122,W,Number of Records,,,,,,,,,,,,,,2,,,,,,
Anthropology 124,A,% of Total Number of Records along Grade Code Final,,56%,,,,,,,,,,,,,,,,,,
Anthropology 124,A,Number of Records,,102,,,,,,,,,,,,,,,,,,
Anthropology 124,A-,% of Total Number of Records along Grade Code Final,,,18%,,,,,,,,,,,,,,,,,
Anthropology 124,A-,Number of Records,,,33,,,,,,,,,,,,,,,,,
Anthropology 124,A+,% of Total Number of Records along Grade Code Final,4%,,,,,,,,,,,,,,,,,,,
Anthropology 124,A+,Number of Records,8,,,,,,,,,,,,,,,,,,,
Anthropology 124,B,% of Total Number of Records along Grade Code Final,,,,,3%,,,,,,,,,,,,,,,
Anthropology 124,B,Number of Records,,,,,5,,,,,,,,,,,,,,,
Anthropology 124,B-,% of Total Number of Records along Grade Code Final,,,,,,2%,,,,,,,,,,,,,,
Anthropology 124,B-,Number of Records,,,,,,3,,,,,,,,,,,,,,
Anthropology 124,B+,% of Total Number of Records along Grade Code Final,,,,8%,,,,,,,,,,,,,,,,
Anthropology 124,B+,Number of Records,,,,15,,,,,,,,,,,,,,,,
Anthropology 124,C,% of Total Number of Records along Grade Code Final,,,,,,,,1%,,,,,,,,,,,,
Anthropology 124,C,Number of Records,,,,,,,,2,,,,,,,,,,,,
Anthropology 124,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,3%,,,,,,,
Anthropology 124,F,Number of Records,,,,,,,,,,,,,6,,,,,,,
Anthropology 124,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,1%,,,,
Anthropology 124,NP,Number of Records,,,,,,,,,,,,,,,,2,,,,
Anthropology 124,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,2%,,
Anthropology 124,P,Number of Records,,,,,,,,,,,,,,,,,,4,,
Anthropology 124,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,1%,,,,,,
Anthropology 124,W,Number of Records,,,,,,,,,,,,,,2,,,,,,
Anthropology 126,A,% of Total Number of Records along Grade Code Final,,47%,,,,,,,,,,,,,,,,,,
Anthropology 126,A,Number of Records,,162,,,,,,,,,,,,,,,,,,
Anthropology 126,A-,% of Total Number of Records along Grade Code Final,,,16%,,,,,,,,,,,,,,,,,
Anthropology 126,A-,Number of Records,,,54,,,,,,,,,,,,,,,,,
Anthropology 126,A+,% of Total Number of Records along Grade Code Final,5%,,,,,,,,,,,,,,,,,,,
Anthropology 126,A+,Number of Records,16,,,,,,,,,,,,,,,,,,,
Anthropology 126,B,% of Total Number of Records along Grade Code Final,,,,,10%,,,,,,,,,,,,,,,
Anthropology 126,B,Number of Records,,,,,34,,,,,,,,,,,,,,,
Anthropology 126,B-,% of Total Number of Records along Grade Code Final,,,,,,6%,,,,,,,,,,,,,,
Anthropology 126,B-,Number of Records,,,,,,22,,,,,,,,,,,,,,
Anthropology 126,B+,% of Total Number of Records along Grade Code Final,,,,7%,,,,,,,,,,,,,,,,
Anthropology 126,B+,Number of Records,,,,25,,,,,,,,,,,,,,,,
Anthropology 126,C,% of Total Number of Records along Grade Code Final,,,,,,,,1%,,,,,,,,,,,,
Anthropology 126,C,Number of Records,,,,,,,,3,,,,,,,,,,,,
Anthropology 126,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,1%,,,,,,,,,,,
﻿Anthropology 126,C-,Number of Records,,,,,,,,,3,,,,,,,,,,,
Anthropology 126,C+,% of Total Number of Records along Grade Code Final,,,,,,,2%,,,,,,,,,,,,,
Anthropology 126,C+,Number of Records,,,,,,,7,,,,,,,,,,,,,
Anthropology 126,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,0%,,,,,,,,,
Anthropology 126,D,Number of Records,,,,,,,,,,,1,,,,,,,,,
Anthropology 126,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,3%,,,,,,,
Anthropology 126,F,Number of Records,,,,,,,,,,,,,12,,,,,,,
Anthropology 126,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,0%,,,,
Anthropology 126,NP,Number of Records,,,,,,,,,,,,,,,,1,,,,
Anthropology 126,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,0%,,
Anthropology 126,P,Number of Records,,,,,,,,,,,,,,,,,,1,,
Anthropology 126,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,1%,,,,,,
Anthropology 126,W,Number of Records,,,,,,,,,,,,,,3,,,,,,
Anthropology 129,A,% of Total Number of Records along Grade Code Final,,93%,,,,,,,,,,,,,,,,,,
Anthropology 129,A,Number of Records,,41,,,,,,,,,,,,,,,,,,
Anthropology 129,A-,% of Total Number of Records along Grade Code Final,,,2%,,,,,,,,,,,,,,,,,
Anthropology 129,A-,Number of Records,,,1,,,,,,,,,,,,,,,,,
Anthropology 129,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,5%,,,,,,,
Anthropology 129,F,Number of Records,,,,,,,,,,,,,2,,,,,,,
Anthropology 130,A,% of Total Number of Records along Grade Code Final,,14%,,,,,,,,,,,,,,,,,,
Anthropology 130,A,Number of Records,,17,,,,,,,,,,,,,,,,,,
Anthropology 130,A-,% of Total Number of Records along Grade Code Final,,,12%,,,,,,,,,,,,,,,,,
Anthropology 130,A-,Number of Records,,,15,,,,,,,,,,,,,,,,,
Anthropology 130,A+,% of Total Number of Records along Grade Code Final,3%,,,,,,,,,,,,,,,,,,,
Anthropology 130,A+,Number of Records,4,,,,,,,,,,,,,,,,,,,
Anthropology 130,B,% of Total Number of Records along Grade Code Final,,,,,7%,,,,,,,,,,,,,,,
Anthropology 130,B,Number of Records,,,,,8,,,,,,,,,,,,,,,
Anthropology 130,B-,% of Total Number of Records along Grade Code Final,,,,,,12%,,,,,,,,,,,,,,
Anthropology 130,B-,Number of Records,,,,,,14,,,,,,,,,,,,,,
Anthropology 130,B+,% of Total Number of Records along Grade Code Final,,,,10%,,,,,,,,,,,,,,,,
Anthropology 130,B+,Number of Records,,,,12,,,,,,,,,,,,,,,,
Anthropology 130,C,% of Total Number of Records along Grade Code Final,,,,,,,,7%,,,,,,,,,,,,
Anthropology 130,C,Number of Records,,,,,,,,9,,,,,,,,,,,,
Anthropology 130,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,9%,,,,,,,,,,,
Anthropology 130,C-,Number of Records,,,,,,,,,11,,,,,,,,,,,
Anthropology 130,C+,% of Total Number of Records along Grade Code Final,,,,,,,7%,,,,,,,,,,,,,
Anthropology 130,C+,Number of Records,,,,,,,8,,,,,,,,,,,,,
Anthropology 130,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,2%,,,,,,,,
Anthropology 130,D-,Number of Records,,,,,,,,,,,,2,,,,,,,,
Anthropology 130,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,2%,,,,,,,,,,
Anthropology 130,D+,Number of Records,,,,,,,,,,2,,,,,,,,,,
Anthropology 130,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,7%,,,,,,,
Anthropology 130,F,Number of Records,,,,,,,,,,,,,8,,,,,,,
Anthropology 130,NP,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,3%,,,,
Anthropology 130,NP,Number of Records,,,,,,,,,,,,,,,,4,,,,
Anthropology 130,P,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,,,,,4%,,
Anthropology 130,P,Number of Records,,,,,,,,,,,,,,,,,,5,,
Anthropology 130,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Anthropology 130,W,Number of Records,,,,,,,,,,,,,,2,,,,,,
Anthropology 131,A,% of Total Number of Records along Grade Code Final,,23%,,,,,,,,,,,,,,,,,,
﻿Anthropology 131,A,Number of Records,,11,,,,,,,,,,,,,,,,,,
Anthropology 131,A-,% of Total Number of Records along Grade Code Final,,,23%,,,,,,,,,,,,,,,,,
Anthropology 131,A-,Number of Records,,,11,,,,,,,,,,,,,,,,,
Anthropology 131,A+,% of Total Number of Records along Grade Code Final,27%,,,,,,,,,,,,,,,,,,,
Anthropology 131,A+,Number of Records,13,,,,,,,,,,,,,,,,,,,
Anthropology 131,B,% of Total Number of Records along Grade Code Final,,,,,6%,,,,,,,,,,,,,,,
Anthropology 131,B,Number of Records,,,,,3,,,,,,,,,,,,,,,
Anthropology 131,B+,% of Total Number of Records along Grade Code Final,,,,15%,,,,,,,,,,,,,,,,
Anthropology 131,B+,Number of Records,,,,7,,,,,,,,,,,,,,,,
Anthropology 131,C,% of Total Number of Records along Grade Code Final,,,,,,,,2%,,,,,,,,,,,,
Anthropology 131,C,Number of Records,,,,,,,,1,,,,,,,,,,,,
Anthropology 131,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,4%,,,,,,,
Anthropology 131,F,Number of Records,,,,,,,,,,,,,2,,,,,,,
Anthropology 132,A,% of Total Number of Records along Grade Code Final,,8%,,,,,,,,,,,,,,,,,,
Anthropology 132,A,Number of Records,,4,,,,,,,,,,,,,,,,,,
Anthropology 132,A-,% of Total Number of Records along Grade Code Final,,,12%,,,,,,,,,,,,,,,,,
Anthropology 132,A-,Number of Records,,,6,,,,,,,,,,,,,,,,,
Anthropology 132,A+,% of Total Number of Records along Grade Code Final,20%,,,,,,,,,,,,,,,,,,,
Anthropology 132,A+,Number of Records,10,,,,,,,,,,,,,,,,,,,
Anthropology 132,B,% of Total Number of Records along Grade Code Final,,,,,6%,,,,,,,,,,,,,,,
Anthropology 132,B,Number of Records,,,,,3,,,,,,,,,,,,,,,
Anthropology 132,B-,% of Total Number of Records along Grade Code Final,,,,,,10%,,,,,,,,,,,,,,
Anthropology 132,B-,Number of Records,,,,,,5,,,,,,,,,,,,,,
Anthropology 132,B+,% of Total Number of Records along Grade Code Final,,,,20%,,,,,,,,,,,,,,,,
Anthropology 132,B+,Number of Records,,,,10,,,,,,,,,,,,,,,,
Anthropology 132,C,% of Total Number of Records along Grade Code Final,,,,,,,,6%,,,,,,,,,,,,
Anthropology 132,C,Number of Records,,,,,,,,3,,,,,,,,,,,,
Anthropology 132,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,8%,,,,,,,,,,,
Anthropology 132,C-,Number of Records,,,,,,,,,4,,,,,,,,,,,
Anthropology 132,C+,% of Total Number of Records along Grade Code Final,,,,,,,2%,,,,,,,,,,,,,
Anthropology 132,C+,Number of Records,,,,,,,1,,,,,,,,,,,,,
Anthropology 132,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,2%,,,,,,,,,
Anthropology 132,D,Number of Records,,,,,,,,,,,1,,,,,,,,,
Anthropology 132,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,6%,,,,,,,
Anthropology 132,F,Number of Records,,,,,,,,,,,,,3,,,,,,,
Anthropology 132,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,2%,,,,,,
Anthropology 132,W,Number of Records,,,,,,,,,,,,,,1,,,,,,
Anthropology 134,A,% of Total Number of Records along Grade Code Final,,21%,,,,,,,,,,,,,,,,,,
Anthropology 134,A,Number of Records,,29,,,,,,,,,,,,,,,,,,
Anthropology 134,A-,% of Total Number of Records along Grade Code Final,,,7%,,,,,,,,,,,,,,,,,
Anthropology 134,A-,Number of Records,,,10,,,,,,,,,,,,,,,,,
Anthropology 134,A+,% of Total Number of Records along Grade Code Final,1%,,,,,,,,,,,,,,,,,,,
Anthropology 134,A+,Number of Records,1,,,,,,,,,,,,,,,,,,,
Anthropology 134,B,% of Total Number of Records along Grade Code Final,,,,,10%,,,,,,,,,,,,,,,
Anthropology 134,B,Number of Records,,,,,14,,,,,,,,,,,,,,,
Anthropology 134,B-,% of Total Number of Records along Grade Code Final,,,,,,9%,,,,,,,,,,,,,,
Anthropology 134,B-,Number of Records,,,,,,12,,,,,,,,,,,,,,
Anthropology 134,B+,% of Total Number of Records along Grade Code Final,,,,11%,,,,,,,,,,,,,,,,
Anthropology 134,B+,Number of Records,,,,15,,,,,,,,,,,,,,,,
Anthropology 134,C,% of Total Number of Records along Grade Code Final,,,,,,,,5%,,,,,,,,,,,,
﻿Anthropology 134,C,Number of Records,,,,,,,,7,,,,,,,,,,,,
Anthropology 134,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,8%,,,,,,,,,,,
Anthropology 134,C-,Number of Records,,,,,,,,,11,,,,,,,,,,,
Anthropology 134,C+,% of Total Number of Records along Grade Code Final,,,,,,,10%,,,,,,,,,,,,,
Anthropology 134,C+,Number of Records,,,,,,,14,,,,,,,,,,,,,
Anthropology 134,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,1%,,,,,,,,,
Anthropology 134,D,Number of Records,,,,,,,,,,,2,,,,,,,,,
Anthropology 134,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,4%,,,,,,,,
Anthropology 134,D-,Number of Records,,,,,,,,,,,,5,,,,,,,,
Anthropology 134,D+,% of Total Number of Records along Grade Code Final,,,,,,,,,,3%,,,,,,,,,,
Anthropology 134,D+,Number of Records,,,,,,,,,,4,,,,,,,,,,
Anthropology 134,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,6%,,,,,,,
Anthropology 134,F,Number of Records,,,,,,,,,,,,,8,,,,,,,
Anthropology 134,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,6%,,,,,,
Anthropology 134,W,Number of Records,,,,,,,,,,,,,,9,,,,,,
Anthropology 135,A,% of Total Number of Records along Grade Code Final,,13%,,,,,,,,,,,,,,,,,,
Anthropology 135,A,Number of Records,,4,,,,,,,,,,,,,,,,,,
Anthropology 135,A-,% of Total Number of Records along Grade Code Final,,,16%,,,,,,,,,,,,,,,,,
Anthropology 135,A-,Number of Records,,,5,,,,,,,,,,,,,,,,,
Anthropology 135,B,% of Total Number of Records along Grade Code Final,,,,,10%,,,,,,,,,,,,,,,
Anthropology 135,B,Number of Records,,,,,3,,,,,,,,,,,,,,,
Anthropology 135,B-,% of Total Number of Records along Grade Code Final,,,,,,16%,,,,,,,,,,,,,,
Anthropology 135,B-,Number of Records,,,,,,5,,,,,,,,,,,,,,
Anthropology 135,B+,% of Total Number of Records along Grade Code Final,,,,6%,,,,,,,,,,,,,,,,
Anthropology 135,B+,Number of Records,,,,2,,,,,,,,,,,,,,,,
Anthropology 135,C-,% of Total Number of Records along Grade Code Final,,,,,,,,,6%,,,,,,,,,,,
Anthropology 135,C-,Number of Records,,,,,,,,,2,,,,,,,,,,,
Anthropology 135,C+,% of Total Number of Records along Grade Code Final,,,,,,,10%,,,,,,,,,,,,,
Anthropology 135,C+,Number of Records,,,,,,,3,,,,,,,,,,,,,
Anthropology 135,D,% of Total Number of Records along Grade Code Final,,,,,,,,,,,6%,,,,,,,,,
Anthropology 135,D,Number of Records,,,,,,,,,,,2,,,,,,,,,
Anthropology 135,D-,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,3%,,,,,,,,
Anthropology 135,D-,Number of Records,,,,,,,,,,,,1,,,,,,,,
Anthropology 135,F,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,10%,,,,,,,
Anthropology 135,F,Number of Records,,,,,,,,,,,,,3,,,,,,,
Anthropology 135,W,% of Total Number of Records along Grade Code Final,,,,,,,,,,,,,,3%,,,,,,
Anthropology 135,W,Number of Records,,,,,,,,,,,,,,1,,,,,,
Anthropology 140,A,% of Total Number of Records along Grade Code Final,,11%,,,,,,,,,,,,,,,,,,
